latitude;longitude;nome;municipio;UF;pop_max
-28,6;-49,32;COCAL DO SUL - SC;COCAL DO SUL;SC;11 467
-3,72;-41,44;COCAL DOS ALVES - PI;COCAL DOS ALVES;PI;91 767
-14,39;-50,99;COCALINHO - MT;COCALINHO;MT;12 878
-15,79;-48,77;COCALZINHO DE GOIAS - GO;COCALZINHO DE GOIAS;GO;17 071
-14,18;-44,53;COCOS - BA;COCOS;BA;17 230
-3,83;-62,05;CODAJAS - AM;CODAJAS;AM;5 581
-4,45;-43,88;CODO - MA;CODO;MA;4 149
-4,25;-43,01;COELHO NETO - MA;COELHO NETO;MA;4 658
-20,85;-42,8;COIMBRA - MG;COIMBRA;MG;7 166
-9,63;-36,57;COITE DO NOIA - AL;COITE DO NOIA;AL;9 593
-5,06;-42,36;COIVARAS - PI;COIVARAS;PI;30 159
-0,93;-48,28;COLARES - PA;COLARES;PA;6 982
-19,53;-40,63;COLATINA - ES;COLATINA;ES;15 070
-10,81;-55,45;COLIDER - MT;COLIDER;MT;17 333
-20,71;-48,54;COLINA - SP;COLINA;SP;70 616
-6,02;-44,24;COLINAS - MA;COLINAS;MA;28 212
-29,38;-51,87;COLINAS - RS;COLINAS;RS;4 911
-14,15;-48,07;COLINAS DO SUL - GO;COLINAS DO SUL;GO;17 240
-8,05;-48,47;COLINAS DO TOCANTINS - TO;COLINAS DO TOCANTINS;TO;6 386
-8,72;-48,76;COLMEIA - TO;COLMEIA;TO;6 220
-20,17;-48,68;COLOMBIA - SP;COLOMBIA;SP;25 016
-25,29;-49,22;COLOMBO - PR;COLOMBO;PR;19 151
-8,18;-43,79;COLONIA DO GURGUEIA - PI;COLONIA DO GURGUEIA;PI;23 549
-7,23;-42,17;COLONIA DO PIAUI - PI;COLONIA DO PIAUI;PI;114 275
-8,9;-35,72;COLONIA LEOPOLDINA - AL;COLONIA LEOPOLDINA;AL;41 658
-22,83;-51,97;COLORADO - PR;COLORADO;PR;7 117
-28,52;-52,99;COLORADO - RS;COLORADO;RS;10 810
-13,11;-60,54;COLORADO DO OESTE - RO;COLORADO DO OESTE;RO;4 117
-18,23;-42,84;COLUNA - MG;COLUNA;MG;12 868
-12,79;-46,53;COMBINADO - TO;COMBINADO;TO;120 033
-19,69;-49,08;COMENDADOR GOMES - MG;COMENDADOR GOMES;MG;31 370
-22,02;-43,2;COMENDADOR LEVY GASPARIAN - RJ;COMENDADOR LEVY GASPARIAN;RJ;18 486
-16,29;-41,79;COMERCINHO - MG;COMERCINHO;MG;40 316
-13,66;-59,78;COMODORO - MT;COMODORO;MT;2 423
-7,56;-38,5;CONCEICAO - PB;CONCEICAO;PB;4 030
-21,09;-46,2;CONCEICAO DA APARECIDA - MG;CONCEICAO DA APARECIDA;MG;34 233
-18,59;-39,73;CONCEICAO DA BARRA - ES;CONCEICAO DA BARRA;ES;8 941
-21,12;-44,47;CONCEICAO DA BARRA DE MINAS - MG;CONCEICAO DA BARRA DE MINAS;MG;25 766
-12,5;-38,99;CONCEICAO DA FEIRA - BA;CONCEICAO DA FEIRA;BA;6 629
-19,91;-48,38;CONCEICAO DAS ALAGOAS - MG;CONCEICAO DAS ALAGOAS;MG;232 212
-22,16;-45,45;CONCEICAO DAS PEDRAS - MG;CONCEICAO DAS PEDRAS;MG;6 150
-19,92;-41,69;CONCEICAO DE IPANEMA - MG;CONCEICAO DE IPANEMA;MG;6 994
-22,08;-41,86;CONCEICAO DE MACABU - RJ;CONCEICAO DE MACABU;RJ;15 816
-12,8;-39,16;CONCEICAO DO ALMEIDA - BA;CONCEICAO DO ALMEIDA;BA;22 896
-8,25;-49,26;CONCEICAO DO ARAGUAIA - PA;CONCEICAO DO ARAGUAIA;PA;3 258
-7,87;-41,59;CONCEICAO DO CANINDE - PI;CONCEICAO DO CANINDE;PI;15 663
-20,36;-41,24;CONCEICAO DO CASTELO - ES;CONCEICAO DO CASTELO;ES;8 163
-11,56;-39,28;CONCEICAO DO COITE - BA;CONCEICAO DO COITE;BA;4 756
-12,42;-38,72;CONCEICAO DO JACUIPE - BA;CONCEICAO DO JACUIPE;BA;2 773
-3,83;-44,89;CONCEICAO DO LAGO-ACU - MA;CONCEICAO DO LAGO-ACU;MA;8 741
-19,03;-43,42;CONCEICAO DO MATO DENTRO - MG;CONCEICAO DO MATO DENTRO;MG;6 660
-19,75;-44,89;CONCEICAO DO PARA - MG;CONCEICAO DO PARA;MG;18 238
-21,88;-45,08;CONCEICAO DO RIO VERDE - MG;CONCEICAO DO RIO VERDE;MG;18 260
-12,21;-47,29;CONCEICAO DO TOCANTINS - TO;CONCEICAO DO TOCANTINS;TO;10 371
-22,41;-45,79;CONCEICAO DOS OUROS - MG;CONCEICAO DOS OUROS;MG;27 458
-22,33;-47,17;CONCHAL - SP;CONCHAL;SP;3 560
-23,01;-48,01;CONCHAS - SP;CONCHAS;SP;20 800
-27,23;-52,02;CONCORDIA - SC;CONCORDIA;SC;28 381
-1,99;-47,94;CONCORDIA DO PARA - PA;CONCORDIA DO PARA;PA;2 772
-6,91;-37,6;CONDADO - PB;CONDADO;PB;4 409
-7,58;-35,1;CONDADO - PE;CONDADO;PE;21 104
-11,81;-37,61;CONDE - BA;CONDE;BA;15 794
-7,26;-34,9;CONDE - PB;CONDE;PB;44 617
-14,89;-41,96;CONDEUBA - BA;CONDEUBA;BA;4 932
-28,2;-53,48;CONDOR - RS;CONDOR;RS;11 937
-15,29;-44,41;CONEGO MARINHO - MG;CONEGO MARINHO;MG;67 825
-19,63;-43,98;CONFINS - MG;CONFINS;MG;35 308
-10,64;-51,56;CONFRESA - MT;CONFRESA;MT;14 915
-7,79;-36,66;CONGO - PB;CONGO;PB;23 163
-22,15;-46,03;CONGONHAL - MG;CONGONHAL;MG;5 415
-20,5;-43,85;CONGONHAS - MG;CONGONHAS;MG;12 541
-18,8;-43,68;CONGONHAS DO NORTE - MG;CONGONHAS DO NORTE;MG;3 887
-23,55;-50,55;CONGONHINHAS - PR;CONGONHINHAS;PR;10 880
-19,93;-47,54;CONQUISTA - MG;CONQUISTA;MG;28 101
-20,66;-43,78;CONSELHEIRO LAFAIETE - MG;CONSELHEIRO LAFAIETE;MG;15 232
-23,63;-50,16;CONSELHEIRO MAIRINCK - PR;CONSELHEIRO MAIRINCK;PR;81 646
-19,17;-41,47;CONSELHEIRO PENA - MG;CONSELHEIRO PENA;MG;26 881
-22,55;-45,92;CONSOLACAO - MG;CONSOLACAO;MG;24 587
-27,73;-52,99;CONSTANTINA - RS;CONSTANTINA;RS;6 451
-19,93;-44,05;CONTAGEM - MG;CONTAGEM;MG;27 605
-25,67;-49,53;CONTENDA - PR;CONTENDA;PR;23 654
-13,76;-41,04;CONTENDAS DO SINCORA - BA;CONTENDAS DO SINCORA;BA;17 053
-21,18;-45,44;COQUEIRAL - MG;COQUEIRAL;MG;6 406
-9,63;-35,8;COQUEIRO SECO - AL;COQUEIRO SECO;AL;7 237
-28,11;-52,78;COQUEIROS DO SUL - RS;COQUEIROS DO SUL;RS;7 350
-16,68;-44,36;CORACAO DE JESUS - MG;CORACAO DE JESUS;MG;35 075
-12,23;-38,75;CORACAO DE MARIA - BA;CORACAO DE MARIA;BA;4 933
-24,79;-53,3;CORBELIA - PR;CORBELIA;PR;11 083
-22,02;-42,36;CORDEIRO - RJ;CORDEIRO;RJ;52 890
-22,48;-47,45;CORDEIROPOLIS - SP;CORDEIROPOLIS;SP;4 831
-15,03;-41,93;CORDEIROS - BA;CORDEIROS;BA;8 320
-26,98;-52,6;CORDILHEIRA ALTA - SC;CORDILHEIRA ALTA;SC;6 694
-19,12;-44,32;CORDISBURGO - MG;CORDISBURGO;MG;3 760
-21,79;-45,7;CORDISLANDIA - MG;CORDISLANDIA;MG;131 621
-3,53;-40,65;COREAU - CE;COREAU;CE;3 461
-7,01;-37,94;COREMAS - PB;COREMAS;PB;20 824
-19,83;-54,82;CORGUINHO - MS;CORGUINHO;MS;1 563
-13,82;-44,45;CORIBE - BA;CORIBE;BA;10 385
-18,38;-44,45;CORINTO - MG;CORINTO;MG;621 863
-23,18;-50,64;CORNELIO PROCOPIO - PR;CORNELIO PROCOPIO;PR;19 128
-18,62;-42,28;COROACI - MG;COROACI;MG;4 333
-21,35;-50,28;COROADOS - SP;COROADOS;SP;9 023
-4,13;-44,12;COROATA - MA;COROATA;MA;1 290
-18,47;-47,2;COROMANDEL - MG;COROMANDEL;MG;5 581
-28,38;-54,06;CORONEL BARROS - RS;CORONEL BARROS;RS;2 211
-27,71;-53,7;CORONEL BICACO - RS;CORONEL BICACO;RS;25 377
-26,22;-52,03;CORONEL DOMINGOS SOARES - PR;CORONEL DOMINGOS SOARES;PR;26 692
-6,38;-36,21;CORONEL EZEQUIEL - RN;CORONEL EZEQUIEL;RN;17 470
-19,51;-42,62;CORONEL FABRICIANO - MG;CORONEL FABRICIANO;MG;20 783
-26,9;-52,7;CORONEL FREITAS - SC;CORONEL FREITAS;SC;24 514
-6,26;-38,44;CORONEL JOAO PESSOA - RN;CORONEL JOAO PESSOA;RN;7 546
-10,28;-37,92;CORONEL JOAO SA - BA;CORONEL JOAO SA;BA;4 781
-8,81;-42,51;CORONEL JOSE DIAS - PI;CORONEL JOSE DIAS;PI;7 547
-23,63;-49,31;CORONEL MACEDO - SP;CORONEL MACEDO;SP;3 200
-26,51;-52,66;CORONEL MARTINS - SC;CORONEL MARTINS;SC;20 953
-16,61;-42,18;CORONEL MURTA - MG;CORONEL MURTA;MG;14 683
-21,58;-43,26;CORONEL PACHECO - MG;CORONEL PACHECO;MG;4 783
-23,27;-55,52;CORONEL SAPUCAIA - MS;CORONEL SAPUCAIA;MS;13 990
-25,98;-52,56;CORONEL VIVIDA - PR;CORONEL VIVIDA;PR;23 532
-21,02;-44,22;CORONEL XAVIER CHAVES - MG;CORONEL XAVIER CHAVES;MG;45 206
-19,82;-45,9;CORREGO DANTA - MG;CORREGO DANTA;MG;10 884
-22,63;-46,02;CORREGO DO BOM JESUS - MG;CORREGO DO BOM JESUS;MG;5 400
-16,29;-50,54;CORREGO DO OURO - GO;CORREGO DO OURO;GO;59 566
-20,44;-45,55;CORREGO FUNDO - MG;CORREGO FUNDO;MG;28 894
-19,83;-42,39;CORREGO NOVO - MG;CORREGO NOVO;MG;2 822
-27,58;-50,36;CORREIA PINTO - SC;CORREIA PINTO;SC;6 144
-10,44;-45,16;CORRENTE - PI;CORRENTE;PI;5 649
-9,12;-36,33;CORRENTES - PE;CORRENTES;PE;5 117
-13,34;-44,63;CORRENTINA - BA;CORRENTINA;BA;104 736
-8,47;-35,54;CORTES - PE;CORTES;PE;10 388
-19;-57,65;CORUMBA - MS;CORUMBA;MS;4 237
-15,92;-48,8;CORUMBA DE GOIAS - GO;CORUMBA DE GOIAS;GO;17 056
-18,14;-48,56;CORUMBAIBA - GO;CORUMBAIBA;GO;4 250
-22,22;-47,62;CORUMBATAI - SP;CORUMBATAI;SP;4 280
-24,1;-52,12;CORUMBATAI DO SUL - PR;CORUMBATAI DO SUL;PR;2 065
-12,96;-60,88;CORUMBIARA - RO;CORUMBIARA;RO;8 200
-26,42;-49,24;CORUPA - SC;CORUPA;SC;2 762
-10,12;-36,17;CORURIPE - AL;CORURIPE;AL;1 607
-22,64;-47,19;COSMOPOLIS - SP;COSMOPOLIS;SP;14 289
-20,47;-49,77;COSMORAMA - SP;COSMORAMA;SP;23 331
-12,44;-64,22;COSTA MARQUES - RO;COSTA MARQUES;RO;3 486
-18,54;-53,12;COSTA RICA - MS;COSTA RICA;MS;2 960
-12,02;-44,25;COTEGIPE - BA;COTEGIPE;BA;4 272
-23,6;-46,91;COTIA - SP;COTIA;SP;2 454
-28,99;-51,69;COTIPORA - RS;COTIPORA;RS;6 133
-9,85;-58,41;COTRIGUACU - MT;COTRIGUACU;MT;2 875
-8,28;-49,24;COUTO DE MAGALHAES - TO;COUTO DE MAGALHAES;TO;15 727
-18,07;-43,47;COUTO DE MAGALHAES DE MINAS - MG;COUTO DE MAGALHAES DE MINAS;MG;27 278
-28,12;-52,29;COXILHA - RS;COXILHA;RS;17 131
-18,5;-54,76;COXIM - MS;COXIM;MS;32 457
-7,62;-36,6;COXIXOLA - PB;COXIXOLA;PB;10 198
-9,61;-36,76;CRAIBAS - AL;CRAIBAS;AL;96 268
-5,17;-40,67;CRATEUS - CE;CRATEUS;CE;10 562
-7,23;-39,4;CRATO - CE;CRATO;CE;9 164
-21,34;-47,72;CRAVINHOS - SP;CRAVINHOS;SP;4 195
-13,35;-39,81;CRAVOLANDIA - BA;CRAVOLANDIA;BA;3 760
-28,67;-49,37;CRICIUMA - SC;CRICIUMA;SC;7 519
-17,23;-40,91;CRISOLITA - MG;CRISOLITA;MG;15 267
-11,51;-38,15;CRISOPOLIS - BA;CRISOPOLIS;BA;50 414
-27,5;-54,1;CRISSIUMAL - RS;CRISSIUMAL;RS;59 773
-20,87;-45,51;CRISTAIS - MG;CRISTAIS;MG;8 719
-20,39;-47,42;CRISTAIS PAULISTA - SP;CRISTAIS PAULISTA;SP;12 627
-31;-52,05;CRISTAL - RS;CRISTAL;RS;26 037
-27,45;-53,24;CRISTAL DO SUL - RS;CRISTAL DO SUL;RS;13 063
-10,6;-49,19;CRISTALANDIA - TO;CRISTALANDIA;TO;274 413
-10,65;-45,18;CRISTALANDIA DO PIAUI - PI;CRISTALANDIA DO PIAUI;PI;3 846
-16,8;-42,86;CRISTALIA - MG;CRISTALIA;MG;11 011
-16,76;-47,61;CRISTALINA - GO;CRISTALINA;GO;5 331
-20,83;-43,8;CRISTIANO OTONI - MG;CRISTIANO OTONI;MG;4 245
-17,19;-48,7;CRISTIANOPOLIS - GO;CRISTIANOPOLIS;GO;2 667
-22,21;-45,26;CRISTINA - MG;CRISTINA;MG;32 151
-11,47;-37,75;CRISTINAPOLIS - SE;CRISTINAPOLIS;SE;1 824
-8,81;-44,22;CRISTINO CASTRO - PI;CRISTINO CASTRO;PI;25 397
-12,23;-44,42;CRISTOPOLIS - BA;CRISTOPOLIS;BA;76 390
-14,54;-49,96;CRIXAS - GO;CRIXAS;GO;131 050
-11,1;-48,91;CRIXAS DO TOCANTINS - TO;CRIXAS DO TOCANTINS;TO;33 281
-4,4;-40,91;CROATA - CE;CROATA;CE;4 415
-17,28;-49,38;CROMINIA - GO;CROMINIA;GO;214 493
-20,38;-44,33;CRUCILANDIA - MG;CRUCILANDIA;MG;5 265
-2,91;-40,17;CRUZ - CE;CRUZ;CE;19 729
-28,63;-53,6;CRUZ ALTA - RS;CRUZ ALTA;RS;12 886
-12,67;-39,1;CRUZ DAS ALMAS - BA;CRUZ DAS ALMAS;BA;12 197
-7,14;-35,08;CRUZ DO ESPIRITO SANTO - PB;CRUZ DO ESPIRITO SANTO;PB;9 272
-26,01;-51,34;CRUZ MACHADO - PR;CRUZ MACHADO;PR;7 299
-22,73;-50,79;CRUZALIA - SP;CRUZALIA;SP;2 692
-22,57;-44,96;CRUZEIRO - SP;CRUZEIRO;SP;6 371
-18,94;-46,67;CRUZEIRO DA FORTALEZA - MG;CRUZEIRO DA FORTALEZA;MG;7 356
-25,61;-53,12;CRUZEIRO DO IGUACU - PR;CRUZEIRO DO IGUACU;PR;5 121
-23,78;-53,07;CRUZEIRO DO OESTE - PR;CRUZEIRO DO OESTE;PR;62 337
-7,63;-72,67;CRUZEIRO DO SUL - AC;CRUZEIRO DO SUL;AC;4 667
-22,96;-52,16;CRUZEIRO DO SUL - PR;CRUZEIRO DO SUL;PR;3 504
-29,51;-51,98;CRUZEIRO DO SUL - RS;CRUZEIRO DO SUL;RS;10 374
-6,41;-36,79;CRUZETA - RN;CRUZETA;RN;17 100
-21,83;-44,8;CRUZILIA - MG;CRUZILIA;MG;10 503
-24,01;-51,45;CRUZMALTINA - PR;CRUZMALTINA;PR;13 993
-23,89;-46,42;CUBATAO - SP;CUBATAO;SP;17 065
-6,86;-36,37;CUBATI - PB;CUBATI;PB;1 470
-15,59;-56,09;CUIABA - MT;CUIABA;MT;17 481
-6,48;-36,15;CUITE - PB;CUITE;PB;3 883
-6,91;-35,25;CUITE DE MAMANGUAPE - PB;CUITE DE MAMANGUAPE;PB;5 434
-6,89;-35,52;CUITEGI - PB;CUITEGI;PB;29 761
-9,36;-62,58;CUJUBIM - RO;CUJUBIM;RO;58 913
-18,26;-48,15;CUMARI - GO;CUMARI;GO;60 348
-8;-35,69;CUMARU - PE;CUMARU;PE;17 095
-7,82;-50,77;CUMARU DO NORTE - PA;CUMARU DO NORTE;PA;15 978
-10,35;-37,18;CUMBE - SE;CUMBE;SE;2 108
-23,07;-44,96;CUNHA - SP;CUNHA;SP;1 635
-26,89;-53,16;CUNHA PORA - SC;CUNHA PORA;SC;74 961
-26,96;-53,09;CUNHATAI - SC;CUNHATAI;SC;3 521
-18,96;-41,09;CUPARAQUE - MG;CUPARAQUE;MG;4 133
-8,61;-35,95;CUPIRA - PE;CUPIRA;PE;23 831
-8,99;-39,9;CURACA - BA;CURACA;BA;91 888
-10,03;-44,3;CURIMATA - PI;CURIMATA;PI;11 600
-6,09;-49,54;CURIONOPOLIS - PA;CURIONOPOLIS;PA;4 494
-25,42;-49,27;CURITIBA - PR;CURITIBA;PR;8 005
-27,28;-50,58;CURITIBANOS - SC;CURITIBANOS;SC;15 362
-24,03;-50,45;CURIUVA - PR;CURIUVA;PR;2 892
-9;-44,41;CURRAIS - PI;CURRAIS;PI;112 476
-6,26;-36,51;CURRAIS NOVOS - RN;CURRAIS NOVOS;RN;7 580
-6,71;-35,26;CURRAL DE CIMA - PB;CURRAL DE CIMA;PB;650 877
-15,93;-41,84;CURRAL DE DENTRO - MG;CURRAL DE DENTRO;MG;19 719
-7,83;-40,9;CURRAL NOVO DO PIAUI - PI;CURRAL NOVO DO PIAUI;PI;6 251
-7,58;-38,19;CURRAL VELHO - PB;CURRAL VELHO;PB;6 730
-1,81;-49,79;CURRALINHO - PA;CURRALINHO;PA;14 863
-5,58;-42,77;CURRALINHOS - PI;CURRALINHOS;PI;2 927
-1,88;-55,11;CURUA - PA;CURUA;PA;15 920
-0,73;-47,85;CURUCA - PA;CURUCA;PA;14 036
-1,82;-44,86;CURURUPU - MA;CURURUPU;MA;3 824
-18,75;-44,43;CURVELO - MG;CURVELO;MG;22 110
-8,08;-37,64;CUSTODIA - PE;CUSTODIA;PE;10 953
0,98;-50,8;CUTIAS - AP;CUTIAS;AP;1 968
-14,56;-46,17;DAMIANOPOLIS - GO;DAMIANOPOLIS;GO;3 983
-6,55;-35,89;DAMIAO - PB;DAMIAO;PB;23 518
-16,25;-49,37;DAMOLANDIA - GO;DAMOLANDIA;GO;34 180
-6,71;-47,76;DARCINOPOLIS - TO;DARCINOPOLIS;TO;11 270
-14,43;-39,9;DARIO MEIRA - BA;DARIO MEIRA;BA;19 950
-18,44;-43,65;DATAS - MG;DATAS;MG;1 773 718
-28,38;-51,84;DAVID CANABARRO - RS;DAVID CANABARRO;RS;40 045
-18,15;-47,56;DAVINOPOLIS - GO;DAVINOPOLIS;GO;13 647
-5,55;-47,42;DAVINOPOLIS - MA;DAVINOPOLIS;MA;4 854
-22,5;-45,28;DELFIM MOREIRA - MG;DELFIM MOREIRA;MG;41 313
-20,34;-46,85;DELFINOPOLIS - MG;DELFINOPOLIS;MG;5 254
-9,38;-37,99;DELMIRO GOUVEIA - AL;DELMIRO GOUVEIA;AL;7 406
-19,97;-47,77;DELTA - MG;DELTA;MG;5 073
-5,35;-42,67;DEMERVAL LOBAO - PI;DEMERVAL LOBAO;PI;2 292
-14,74;-57,05;DENISE - MT;DENISE;MT;33 903
-22,27;-54,16;DEODAPOLIS - MS;DEODAPOLIS;MS;4 413
-5,91;-39,26;DEPUTADO IRAPUAN PINHEIRO - CE;DEPUTADO IRAPUAN PINHEIRO;CE;14 117
-27,26;-53,86;DERRUBADAS - RS;DERRUBADAS;RS;41 262
-21,9;-47,61;DESCALVADO - SP;DESCALVADO;SP;31 558
-26,82;-53,5;DESCANSO - SC;DESCANSO;SC;4 903
-21,46;-42,96;DESCOBERTO - MG;DESCOBERTO;MG;80 665
-7,29;-37,09;DESTERRO - PB;DESTERRO;PB;37 699
-20,66;-44,33;DESTERRO DE ENTRE RIOS - MG;DESTERRO DE ENTRE RIOS;MG;4 461
-21,14;-43,51;DESTERRO DO MELO - MG;DESTERRO DO MELO;MG;3 770
-28,21;-55,06;DEZESSEIS DE NOVEMBRO - RS;DEZESSEIS DE NOVEMBRO;RS;4 982
-23,68;-46,62;DIADEMA - SP;DIADEMA;SP;2 724
-7,42;-38,26;DIAMANTE - PB;DIAMANTE;PB;5 827
-22,65;-52,86;DIAMANTE DO NORTE - PR;DIAMANTE DO NORTE;PR;10 820
-25,04;-52,68;DIAMANTE DO SUL - PR;DIAMANTE DO SUL;PR;5 465
-24,94;-54,1;DIAMANTE D'OESTE - PR;DIAMANTE D'OESTE;PR;4 321
-18,24;-43,6;DIAMANTINA - MG;DIAMANTINA;MG;14 404
-14,4;-56,44;DIAMANTINO - MT;DIAMANTINO;MT;1 902
-11,62;-46,82;DIANOPOLIS - TO;DIANOPOLIS;TO;7 952
-12,61;-38,29;DIAS D'AVILA - BA;DIAS D'AVILA;BA;8 393
-29,7;-54,2;DILERMANDO DE AGUIAR - RS;DILERMANDO DE AGUIAR;RS;51 318
-20,48;-43,19;DIOGO DE VASCONCELOS - MG;DIOGO DE VASCONCELOS;MG;10 494
-19,84;-42,77;DIONISIO - MG;DIONISIO;MG;16 352
-26,25;-53,64;DIONISIO CERQUEIRA - SC;DIONISIO CERQUEIRA;SC;7 014
-16,23;-51,25;DIORAMA - GO;DIORAMA;GO;13 663
-20,46;-50,6;DIRCE REIS - SP;DIRCE REIS;SP;8 932
-9,33;-42,42;DIRCEU ARCOVERDE - PI;DIRCEU ARCOVERDE;PI;2 751
-10,68;-37,14;DIVINA PASTORA - SE;DIVINA PASTORA;SE;31 756
-20,99;-43;DIVINESIA - MG;DIVINESIA;MG;8 530
-20,61;-42,14;DIVINO - MG;DIVINO;MG;4 928
-18,77;-41,48;DIVINO DAS LARANJEIRAS - MG;DIVINO DAS LARANJEIRAS;MG;8 067
-20,62;-41,68;DIVINO DE SAO LOURENCO - ES;DIVINO DE SAO LOURENCO;ES;7 653
-21,66;-46,73;DIVINOLANDIA - SP;DIVINOLANDIA;SP;2 994
-18,8;-42,59;DIVINOLANDIA DE MINAS - MG;DIVINOLANDIA DE MINAS;MG;2 507
-20,13;-44,88;DIVINOPOLIS - MG;DIVINOPOLIS;MG;393 237
-13,29;-46,39;DIVINOPOLIS DE GOIAS - GO;DIVINOPOLIS DE GOIAS;GO;6 299
-9,8;-49,21;DIVINOPOLIS DO TOCANTINS - TO;DIVINOPOLIS DO TOCANTINS;TO;5 142
-15,72;-41,34;DIVISA ALEGRE - MG;DIVISA ALEGRE;MG;3 171
-21,51;-46,19;DIVISA NOVA - MG;DIVISA NOVA;MG;4 557
-15,72;-41;DIVISOPOLIS - MG;DIVISOPOLIS;MG;47 702
-21,51;-48,39;DOBRADA - SP;DOBRADA;SP;21 941
-22,36;-48,38;DOIS CORREGOS - SP;DOIS CORREGOS;SP;17 739
-29,58;-51,08;DOIS IRMAOS - RS;DOIS IRMAOS;RS;71 485
-27,65;-53,53;DOIS IRMAOS DAS MISSOES - RS;DOIS IRMAOS DAS MISSOES;RS;2 806
-20,68;-55,29;DOIS IRMAOS DO BURITI - MS;DOIS IRMAOS DO BURITI;MS;3 549
-9,25;-49,06;DOIS IRMAOS DO TOCANTINS - TO;DOIS IRMAOS DO TOCANTINS;TO;6 847
-28,98;-51,83;DOIS LAJEADOS - RS;DOIS LAJEADOS;RS;15 008
-9,39;-37,1;DOIS RIACHOS - AL;DOIS RIACHOS;AL;2 062
-25,73;-53,05;DOIS VIZINHOS - PR;DOIS VIZINHOS;PR;1 620
-20,12;-50,51;DOLCINOPOLIS - SP;DOLCINOPOLIS;SP;7 054
-15,81;-54,91;DOM AQUINO - MT;DOM AQUINO;MT;4 340
-13,76;-41,77;DOM BASILIO - BA;DOM BASILIO;BA;4 226
-16,65;-46,27;DOM BOSCO - MG;DOM BOSCO;MG;20 706
-19,37;-42,1;DOM CAVATI - MG;DOM CAVATI;MG;4 178
-4,28;-47,5;DOM ELISEU - PA;DOM ELISEU;PA;5 083
-6,95;-41,64;DOM EXPEDITO LOPES - PI;DOM EXPEDITO LOPES;PI;11 158
-30,7;-52,1;DOM FELICIANO - RS;DOM FELICIANO;RS;6 516
-9;-41,97;DOM INOCENCIO - PI;DOM INOCENCIO;PI;231 091
-18,96;-43,25;DOM JOAQUIM - MG;DOM JOAQUIM;MG;4 457
-12,9;-39,19;DOM MACEDO COSTA - BA;DOM MACEDO COSTA;BA;7 024
-30,98;-54,67;DOM PEDRITO - RS;DOM PEDRITO;RS;6 321
-5,03;-44,43;DOM PEDRO - MA;DOM PEDRO;MA;5 851
-29,36;-49,85;DOM PEDRO DE ALCANTARA - RS;DOM PEDRO DE ALCANTARA;RS;10 213
-20,16;-42,96;DOM SILVERIO - MG;DOM SILVERIO;MG;8 759
-22,25;-45,16;DOM VICOSO - MG;DOM VICOSO;MG;24 510
-20,36;-40,65;DOMINGOS MARTINS - ES;DOMINGOS MARTINS;ES;30 709
-4,25;-41,27;DOMINGOS MOURAO - PI;DOMINGOS MOURAO;PI;2 090
-26,98;-49,72;DONA EMMA - SC;DONA EMMA;SC;11 100
-21,31;-42,81;DONA EUZEBIA - MG;DONA EUZEBIA;MG;6 327
-29,62;-53,35;DONA FRANCISCA - RS;DONA FRANCISCA;RS;3 097
-6,61;-35,63;DONA INES - PB;DONA INES;PB;9 805
-21,1;-44,02;DORES DE CAMPOS - MG;DORES DE CAMPOS;MG;44 869
-19,05;-42,92;DORES DE GUANHAES - MG;DORES DE GUANHAES;MG;2 207
-19,46;-45,6;DORES DO INDAIA - MG;DORES DO INDAIA;MG;7 872
-20,68;-41,84;DORES DO RIO PRETO - ES;DORES DO RIO PRETO;ES;11 884
-20,97;-43,18;DORES DO TURVO - MG;DORES DO TURVO;MG;3 697
-20,28;-45,9;DORESOPOLIS - MG;DORESOPOLIS;MG;4 904
-8,44;-40,77;DORMENTES - PE;DORMENTES;PE;58 484
-22,04;-54,61;DOURADINA - MS;DOURADINA;MS;6 320
-23,38;-53,29;DOURADINA - PR;DOURADINA;PR;13 051
-22,1;-48,31;DOURADO - SP;DOURADO;SP;9 159
-18,43;-47,6;DOURADOQUARA - MG;DOURADOQUARA;MG;4 899
-22,22;-54,8;DOURADOS - MS;DOURADOS;MS;4 407
-23,55;-52,21;DOUTOR CAMARGO - PR;DOUTOR CAMARGO;PR;36 981
-27,5;-54,36;DOUTOR MAURICIO CARDOSO - RS;DOUTOR MAURICIO CARDOSO;RS;23 053
-26,71;-49,48;DOUTOR PEDRINHO - SC;DOUTOR PEDRINHO;SC;2 562
-29,08;-51,99;DOUTOR RICARDO - RS;DOUTOR RICARDO;RS;5 228
-6,09;-38,37;DOUTOR SEVERIANO - RN;DOUTOR SEVERIANO;RN;3 095
-24,56;-49,42;DOUTOR ULYSSES - PR;DOUTOR ULYSSES;PR;35 416
-16,72;-52,31;DOVERLANDIA - GO;DOVERLANDIA;GO;4 075
-21,48;-51,53;DRACENA - SP;DRACENA;SP;4 221
-22,41;-49,4;DUARTINA - SP;DUARTINA;SP;6 093
-22,05;-42,52;DUAS BARRAS - RJ;DUAS BARRAS;RJ;3 079
-6,68;-35,41;DUAS ESTRADAS - PB;DUAS ESTRADAS;PB;10 380
-11,34;-49,27;DUERE - TO;DUERE;TO;10 007
-21,23;-47,97;DUMONT - SP;DUMONT;SP;5 029
-4,15;-42,94;DUQUE BACELAR - MA;DUQUE BACELAR;MA;12 630
