Cod_ibge_M,Municipio,Cod_RA,Regiao_Administrativa,Regiao_Metropolitana,Cod_ibge_2,Populacao,Porte_populacao_2020,Latitude,Longitude
3555802,Urƒnia,689,RA de Sao Jose do Rio Preto,Demais municipios,355580,8.611,Mais de 5 mil ate 10 mil,-20.208,-50.652
3532504,Neves Paulista,689,RA de Sao Jose do Rio Preto,Demais municipios,353250,8.620,Mais de 5 mil ate 10 mil,-20.87,-49.646
3549508,Sao Jose da Bela Vista,695,RA de Franca,Demais municipios,354950,8.727,Mais de 5 mil ate 10 mil,-20.587,-47.626
3511300,Cedral,689,RA de Sao Jose do Rio Preto,Demais municipios,351130,8.836,Mais de 5 mil ate 10 mil,-20.913,-49.263
3514007,Dobrada,693,RA Central,Demais municipios,351400,8.904,Mais de 5 mil ate 10 mil,-21.515,-48.357
3542107,Rafard,686,RA de Campinas,Demais municipios,354210,8.976,Mais de 5 mil ate 10 mil,-23.045,-47.583
3545407,Salto Grande,692,RA de Marilia,Demais municipios,354540,9.095,Mais de 5 mil ate 10 mil,-22.87,-49.96
3554409,Terra Roxa,694,RA de Barretos,Demais municipios,355440,9.121,Mais de 5 mil ate 10 mil,-20.778,-48.345
3535200,Palmeira d Oeste,689,RA de Sao Jose do Rio Preto,Demais municipios,353520,9.130,Mais de 5 mil ate 10 mil,-20.438,-50.748
3519006,Herculƒndia,692,RA de Marilia,Demais municipios,351900,9.260,Mais de 5 mil ate 10 mil,-21.961,-50.373
3540507,Porangaba,685,RA de Sorocaba,Demais municipios,354050,9.310,Mais de 5 mil ate 10 mil,-23.173,-48.117
3503703,Ariranha,689,RA de Sao Jose do Rio Preto,Demais municipios,350370,9.320,Mais de 5 mil ate 10 mil,-21.185,-48.778
3528601,Manduri,685,RA de Sorocaba,Demais municipios,352860,9.525,Mais de 5 mil ate 10 mil,-23.046,-49.303
3515350,Euclides da Cunha Paulista,691,RA de Presidente Prudente,Demais municipios,351535,9.537,Mais de 5 mil ate 10 mil,-22.519,-52.589
3532827,Nova Campina,696,RA de Itapeva,Demais municipios,353282,9.675,Mais de 5 mil ate 10 mil,-24.189,-48.972
3555604,Uch“a,689,RA de Sao Jose do Rio Preto,Demais municipios,355560,9.683,Mais de 5 mil ate 10 mil,-20.936,-49.157
3554706,Torrinha,686,RA de Campinas,Demais municipios,355470,9.713,Mais de 5 mil ate 10 mil,-22.444,-48.164
3543808,Rinopolis,692,RA de Marilia,Demais municipios,354380,9.720,Mais de 5 mil ate 10 mil,-21.68,-50.717
3534757,Ouroeste,689,RA de Sao Jose do Rio Preto,Demais municipios,353475,9.777,Mais de 5 mil ate 10 mil,-19.922,-50.402
3556354,Vargem,686,RA de Campinas,Demais municipios,355635,10.000,Mais de 5 mil ate 10 mil,-22.89,-46.414
3509304,Cajobi,694,RA de Barretos,Demais municipios,350930,10.105,Mais de 10 mil ate 20 mil,-20.873,-48.838
3520426,Ilha Comprida,682,RA de Registro,Demais municipios,352042,10.296,Mais de 10 mil ate 20 mil,-24.86,-47.718
3543709,Rincao,693,RA Central,Demais municipios,354370,10.496,Mais de 10 mil ate 20 mil,-21.593,-48.032
3536000,Parapua,692,RA de Marilia,Demais municipios,353600,10.507,Mais de 10 mil ate 20 mil,-21.852,-50.821
3556602,Vera Cruz,692,RA de Marilia,Demais municipios,355660,10.524,Mais de 10 mil ate 20 mil,-22.234,-49.826
3516903,General Salgado,690,RA de Aracatuba,Demais municipios,351690,10.648,Mais de 10 mil ate 20 mil,-20.638,-50.415
3532900,Nova Europa,693,RA Central,Demais municipios,353290,10.749,Mais de 10 mil ate 20 mil,-21.773,-48.549
3532603,Nhandeara,689,RA de Sao Jose do Rio Preto,Demais municipios,353260,10.782,Mais de 10 mil ate 20 mil,-20.672,-50.046
3506300,Bernardino de Campos,692,RA de Marilia,Demais municipios,350630,10.787,Mais de 10 mil ate 20 mil,-23.03,-49.491
3539004,Pirangi,694,RA de Barretos,Demais municipios,353900,10.823,Mais de 10 mil ate 20 mil,-21.093,-48.669
3517000,Getulina,688,RA de Bauru,Demais municipios,351700,10.847,Mais de 10 mil ate 20 mil,-21.783,-50.028
3503604,Areiopolis,685,RA de Sorocaba,Demais municipios,350360,10.857,Mais de 10 mil ate 20 mil,-22.631,-48.652
3513900,Divinolƒndia,686,RA de Campinas,Demais municipios,351390,10.886,Mais de 10 mil ate 20 mil,-21.661,-46.697
3537206,Pedro de Toledo,682,RA de Registro,Demais municipios,353720,10.977,Mais de 10 mil ate 20 mil,-24.163,-47.163
3517901,Guaraci,694,RA de Barretos,Demais municipios,351790,10.978,Mais de 10 mil ate 20 mil,-20.374,-49.002
3506904,Bofete,685,RA de Sorocaba,Demais municipios,350690,11.076,Mais de 10 mil ate 20 mil,-23.128,-48.286
3557303,Estiva Gerbi,686,RA de Campinas,Demais municipios,355730,11.079,Mais de 10 mil ate 20 mil,-22.235,-46.943
3519105,Iacanga,688,RA de Bauru,Demais municipios,351910,11.306,Mais de 10 mil ate 20 mil,-21.89,-49.039
3544202,Riolƒndia,689,RA de Sao Jose do Rio Preto,Demais municipios,354420,11.431,Mais de 10 mil ate 20 mil,-20.023,-49.709
3510708,Cardoso,689,RA de Sao Jose do Rio Preto,Demais municipios,351070,11.721,Mais de 10 mil ate 20 mil,-20.066,-49.947
3552601,Tabapua,689,RA de Sao Jose do Rio Preto,Demais municipios,355260,11.892,Mais de 10 mil ate 20 mil,-20.931,-49.028
3550803,Sao Sebastiao da Grama,686,RA de Campinas,Demais municipios,355080,11.936,Mais de 10 mil ate 20 mil,-21.753,-46.752
3517208,Guaicara,688,RA de Bauru,Demais municipios,351720,11.947,Mais de 10 mil ate 20 mil,-21.573,-49.764
3514502,Duartina,688,RA de Bauru,Demais municipios,351450,11.975,Mais de 10 mil ate 20 mil,-22.392,-49.413
3519402,Ibira,689,RA de Sao Jose do Rio Preto,Demais municipios,351940,12.059,Mais de 10 mil ate 20 mil,-21.073,-49.22
3504404,Avanhandava,690,RA de Aracatuba,Demais municipios,350440,12.114,Mais de 10 mil ate 20 mil,-21.46,-49.947
3516002,Florida Paulista,691,RA de Presidente Prudente,Demais municipios,351600,12.120,Mais de 10 mil ate 20 mil,-21.54,-51.17
3506805,Bocaina,688,RA de Bauru,Demais municipios,350680,12.135,Mais de 10 mil ate 20 mil,-22.104,-48.529
3535002,Palestina,689,RA de Sao Jose do Rio Preto,Demais municipios,353500,12.160,Mais de 10 mil ate 20 mil,-20.321,-49.497
3557204,Chavantes,692,RA de Marilia,Demais municipios,355720,12.223,Mais de 10 mil ate 20 mil,-23.046,-49.726
3509908,Cananeia,682,RA de Registro,Demais municipios,350990,12.341,Mais de 10 mil ate 20 mil,-25.018,-48.007
